mandate_id,payer_id,attempt_number,attempt_date,day_of_month,day_of_week,hour_of_day,is_salary_window,bank_name,payer_historical_success_rate,payer_tenure_months,subscription_amount,amount_tier,prior_failure_reason,outcome_success
mandate_00126,payer_00126,1,2025-01-16,16,3,21,False,Bank D (Tier2),0.418,31,199.0,low,,False
mandate_00126,payer_00126,2,2025-01-21,21,1,21,False,Bank H (Tier3),0.418,31,4999.0,high,technical_decline,False
mandate_00126,payer_00126,3,2025-01-25,25,5,9,False,Bank F (Tier2),0.418,31,199.0,low,technical_decline,False
mandate_00126,payer_00126,4,2025-01-29,29,2,22,True,Bank E (Tier2),0.418,31,1499.0,medium,insufficient_funds,False
mandate_00127,payer_00127,1,2025-04-14,14,0,15,False,Bank D (Tier2),0.724,18,2499.0,high,,True
mandate_00128,payer_00128,1,2025-08-28,28,3,7,True,Bank B (Tier1),0.52,8,1499.0,medium,,True
mandate_00129,payer_00129,1,2025-06-01,1,6,12,True,Bank G (Tier3),0.48,29,999.0,medium,,False
mandate_00129,payer_00129,2,2025-06-03,3,1,18,True,Bank D (Tier2),0.48,29,299.0,low,bank_server_error,True
mandate_00130,payer_00130,1,2025-04-28,28,0,13,True,Bank A (Tier1),0.628,2,499.0,low,,True
mandate_00131,payer_00131,1,2025-08-15,15,4,6,False,Bank H (Tier3),0.307,8,299.0,low,,True
mandate_00132,payer_00132,1,2025-08-25,25,0,20,False,Bank A (Tier1),0.732,23,299.0,low,,True
mandate_00133,payer_00133,1,2025-04-29,29,1,8,True,Bank A (Tier1),0.643,4,199.0,low,,True
mandate_00134,payer_00134,1,2025-09-14,14,6,12,False,Bank B (Tier1),0.748,35,999.0,medium,,True
mandate_00135,payer_00135,1,2025-01-14,14,1,22,False,Bank A (Tier1),0.614,35,4999.0,high,,True
mandate_00136,payer_00136,1,2026-02-05,5,3,12,False,Bank H (Tier3),0.553,34,199.0,low,,False
mandate_00136,payer_00136,2,2026-02-07,7,5,8,False,Bank H (Tier3),0.553,34,499.0,low,bank_server_error,True
mandate_00137,payer_00137,1,2025-06-13,13,4,12,False,Bank A (Tier1),0.483,35,4999.0,high,,False
mandate_00137,payer_00137,2,2025-06-18,18,2,17,False,Bank E (Tier2),0.483,35,299.0,low,insufficient_funds,True
mandate_00138,payer_00138,1,2025-05-20,20,1,10,False,Bank A (Tier1),0.666,7,2499.0,high,,True
mandate_00139,payer_00139,1,2026-01-23,23,4,7,False,Bank F (Tier2),0.321,7,1499.0,medium,,False
mandate_00139,payer_00139,2,2026-01-26,26,0,14,False,Bank F (Tier2),0.321,7,499.0,low,technical_decline,True
mandate_00140,payer_00140,1,2025-11-21,21,4,14,False,Bank F (Tier2),0.591,27,2499.0,high,,True
mandate_00141,payer_00141,1,2025-12-25,25,3,20,False,Bank H (Tier3),0.344,28,199.0,low,,True
mandate_00142,payer_00142,1,2025-05-02,2,4,11,True,Bank D (Tier2),0.142,31,199.0,low,,False
mandate_00142,payer_00142,2,2025-05-07,7,2,9,False,Bank G (Tier3),0.142,31,299.0,low,insufficient_funds,False
mandate_00142,payer_00142,3,2025-05-08,8,3,6,False,Bank B (Tier1),0.142,31,999.0,medium,insufficient_funds,False
mandate_00142,payer_00142,4,2025-05-12,12,0,21,False,Bank B (Tier1),0.142,31,1499.0,medium,bank_server_error,True
mandate_00143,payer_00143,1,2025-10-24,24,4,13,False,Bank B (Tier1),0.837,5,299.0,low,,True
mandate_00144,payer_00144,1,2026-05-26,26,1,9,False,Bank G (Tier3),0.631,34,999.0,medium,,False
mandate_00144,payer_00144,2,2026-05-30,30,5,10,True,Bank E (Tier2),0.631,34,2499.0,high,insufficient_funds,True
mandate_00145,payer_00145,1,2026-02-12,12,3,22,False,Bank A (Tier1),0.823,28,299.0,low,,True
mandate_00146,payer_00146,1,2025-10-27,27,0,11,False,Bank G (Tier3),0.464,23,199.0,low,,True
mandate_00147,payer_00147,1,2026-03-27,27,4,20,False,Bank B (Tier1),0.785,10,1499.0,medium,,True
mandate_00148,payer_00148,1,2026-06-19,19,4,18,False,Bank B (Tier1),0.694,4,299.0,low,,True
mandate_00149,payer_00149,1,2025-10-19,19,6,18,False,Bank A (Tier1),0.948,34,199.0,low,,False
mandate_00149,payer_00149,2,2025-10-23,23,3,10,False,Bank F (Tier2),0.948,34,999.0,medium,insufficient_funds,False
mandate_00149,payer_00149,3,2025-10-26,26,6,12,False,Bank B (Tier1),0.948,34,499.0,low,bank_server_error,False
mandate_00149,payer_00149,4,2025-10-28,28,1,8,True,Bank C (Tier1),0.948,34,499.0,low,bank_server_error,True
mandate_00150,payer_00150,1,2025-12-16,16,1,12,False,Bank G (Tier3),0.57,35,499.0,low,,True
mandate_00151,payer_00151,1,2025-02-05,5,2,16,False,Bank F (Tier2),0.551,34,2499.0,high,,True
mandate_00152,payer_00152,1,2026-05-06,6,2,17,False,Bank H (Tier3),0.384,1,499.0,low,,False
mandate_00152,payer_00152,2,2026-05-10,10,6,16,False,Bank D (Tier2),0.384,1,499.0,low,technical_decline,False
mandate_00152,payer_00152,3,2026-05-13,13,2,6,False,Bank E (Tier2),0.384,1,199.0,low,bank_server_error,False
mandate_00152,payer_00152,4,2026-05-17,17,6,9,False,Bank B (Tier1),0.384,1,2499.0,high,insufficient_funds,False
mandate_00153,payer_00153,1,2025-05-14,14,2,12,False,Bank H (Tier3),0.98,26,499.0,low,,True
mandate_00154,payer_00154,1,2025-03-20,20,3,11,False,Bank D (Tier2),0.71,5,2499.0,high,,False
mandate_00154,payer_00154,2,2025-03-21,21,4,21,False,Bank G (Tier3),0.71,5,199.0,low,bank_server_error,False
mandate_00154,payer_00154,3,2025-03-25,25,1,9,False,Bank B (Tier1),0.71,5,299.0,low,limit_exceeded,False
mandate_00154,payer_00154,4,2025-03-26,26,2,9,False,Bank C (Tier1),0.71,5,4999.0,high,technical_decline,False
mandate_00155,payer_00155,1,2026-04-23,23,3,20,False,Bank H (Tier3),0.561,5,299.0,low,,False
mandate_00155,payer_00155,2,2026-04-25,25,5,16,False,Bank C (Tier1),0.561,5,199.0,low,insufficient_funds,False
mandate_00155,payer_00155,3,2026-04-27,27,0,18,False,Bank H (Tier3),0.561,5,1499.0,medium,insufficient_funds,False
mandate_00155,payer_00155,4,2026-05-01,1,4,6,True,Bank B (Tier1),0.561,5,1499.0,medium,limit_exceeded,True
mandate_00156,payer_00156,1,2026-05-27,27,2,13,False,Bank F (Tier2),0.425,27,199.0,low,,True
mandate_00157,payer_00157,1,2026-03-19,19,3,17,False,Bank B (Tier1),0.471,30,299.0,low,,True
mandate_00158,payer_00158,1,2025-03-30,30,6,9,True,Bank B (Tier1),0.828,19,1499.0,medium,,True
mandate_00159,payer_00159,1,2026-02-05,5,3,9,False,Bank D (Tier2),0.569,34,4999.0,high,,True
mandate_00160,payer_00160,1,2026-05-08,8,4,20,False,Bank G (Tier3),0.346,25,999.0,medium,,False
mandate_00160,payer_00160,2,2026-05-09,9,5,13,False,Bank B (Tier1),0.346,25,499.0,low,bank_server_error,False
mandate_00160,payer_00160,3,2026-05-14,14,3,18,False,Bank F (Tier2),0.346,25,199.0,low,insufficient_funds,True
mandate_00161,payer_00161,1,2025-04-01,1,1,19,True,Bank C (Tier1),0.814,11,1499.0,medium,,True
mandate_00162,payer_00162,1,2025-03-09,9,6,21,False,Bank A (Tier1),0.853,25,2499.0,high,,False
mandate_00162,payer_00162,2,2025-03-14,14,4,7,False,Bank F (Tier2),0.853,25,199.0,low,insufficient_funds,True
mandate_00163,payer_00163,1,2025-11-25,25,1,16,False,Bank A (Tier1),0.782,33,2499.0,high,,True
mandate_00164,payer_00164,1,2025-11-02,2,6,11,True,Bank F (Tier2),0.511,30,4999.0,high,,True
mandate_00165,payer_00165,1,2025-01-22,22,2,21,False,Bank D (Tier2),0.523,8,1499.0,medium,,True
mandate_00166,payer_00166,1,2025-01-15,15,2,21,False,Bank A (Tier1),0.601,6,199.0,low,,True
mandate_00167,payer_00167,1,2026-02-01,1,6,6,True,Bank B (Tier1),0.152,2,1499.0,medium,,False
mandate_00167,payer_00167,2,2026-02-05,5,3,15,False,Bank E (Tier2),0.152,2,499.0,low,limit_exceeded,False
mandate_00167,payer_00167,3,2026-02-06,6,4,21,False,Bank H (Tier3),0.152,2,2499.0,high,insufficient_funds,False
mandate_00167,payer_00167,4,2026-02-07,7,5,9,False,Bank A (Tier1),0.152,2,199.0,low,limit_exceeded,False
mandate_00168,payer_00168,1,2026-06-14,14,6,17,False,Bank E (Tier2),0.375,9,2499.0,high,,True
mandate_00169,payer_00169,1,2025-03-21,21,4,10,False,Bank C (Tier1),0.32,3,2499.0,high,,False
mandate_00169,payer_00169,2,2025-03-22,22,5,22,False,Bank G (Tier3),0.32,3,199.0,low,bank_server_error,False
mandate_00169,payer_00169,3,2025-03-26,26,2,7,False,Bank D (Tier2),0.32,3,299.0,low,insufficient_funds,True
mandate_00170,payer_00170,1,2025-01-09,9,3,10,False,Bank H (Tier3),0.543,30,199.0,low,,True
mandate_00171,payer_00171,1,2025-06-05,5,3,21,False,Bank E (Tier2),0.79,31,1499.0,medium,,True
mandate_00172,payer_00172,1,2025-06-11,11,2,16,False,Bank G (Tier3),0.466,20,499.0,low,,False
mandate_00172,payer_00172,2,2025-06-16,16,0,14,False,Bank B (Tier1),0.466,20,4999.0,high,insufficient_funds,False
mandate_00172,payer_00172,3,2025-06-21,21,5,9,False,Bank E (Tier2),0.466,20,499.0,low,insufficient_funds,False
mandate_00172,payer_00172,4,2025-06-22,22,6,11,False,Bank D (Tier2),0.466,20,2499.0,high,limit_exceeded,False
mandate_00173,payer_00173,1,2026-06-04,4,3,22,False,Bank A (Tier1),0.652,23,4999.0,high,,False
mandate_00173,payer_00173,2,2026-06-07,7,6,9,False,Bank G (Tier3),0.652,23,1499.0,medium,insufficient_funds,True
mandate_00174,payer_00174,1,2025-09-21,21,6,6,False,Bank F (Tier2),0.88,1,999.0,medium,,True
mandate_00175,payer_00175,1,2026-04-03,3,4,8,True,Bank E (Tier2),0.162,10,1499.0,medium,,False
mandate_00175,payer_00175,2,2026-04-06,6,0,15,False,Bank F (Tier2),0.162,10,2499.0,high,technical_decline,True
mandate_00176,payer_00176,1,2025-07-22,22,1,20,False,Bank D (Tier2),0.847,3,2499.0,high,,False
mandate_00176,payer_00176,2,2025-07-25,25,4,22,False,Bank B (Tier1),0.847,3,4999.0,high,insufficient_funds,True
mandate_00177,payer_00177,1,2025-04-23,23,2,11,False,Bank E (Tier2),0.117,23,199.0,low,,False
mandate_00177,payer_00177,2,2025-04-24,24,3,10,False,Bank E (Tier2),0.117,23,999.0,medium,insufficient_funds,False
mandate_00177,payer_00177,3,2025-04-25,25,4,11,False,Bank C (Tier1),0.117,23,199.0,low,technical_decline,False
mandate_00177,payer_00177,4,2025-04-26,26,5,20,False,Bank E (Tier2),0.117,23,299.0,low,bank_server_error,False
mandate_00178,payer_00178,1,2025-05-02,2,4,10,True,Bank H (Tier3),0.747,14,999.0,medium,,True
mandate_00179,payer_00179,1,2025-04-13,13,6,15,False,Bank D (Tier2),0.235,4,499.0,low,,False
mandate_00179,payer_00179,2,2025-04-18,18,4,8,False,Bank G (Tier3),0.235,4,499.0,low,account_frozen,False
mandate_00179,payer_00179,3,2025-04-23,23,2,21,False,Bank E (Tier2),0.235,4,2499.0,high,insufficient_funds,True
mandate_00180,payer_00180,1,2026-02-27,27,4,11,False,Bank A (Tier1),0.583,10,199.0,low,,True
mandate_00181,payer_00181,1,2026-05-26,26,1,8,False,Bank F (Tier2),0.932,23,999.0,medium,,True
mandate_00182,payer_00182,1,2025-12-31,31,2,11,True,Bank E (Tier2),0.907,16,199.0,low,,True
mandate_00183,payer_00183,1,2025-08-06,6,2,6,False,Bank D (Tier2),0.661,21,199.0,low,,False
mandate_00183,payer_00183,2,2025-08-11,11,0,13,False,Bank D (Tier2),0.661,21,2499.0,high,bank_server_error,False
mandate_00183,payer_00183,3,2025-08-13,13,2,8,False,Bank C (Tier1),0.661,21,4999.0,high,insufficient_funds,False
mandate_00183,payer_00183,4,2025-08-18,18,0,15,False,Bank F (Tier2),0.661,21,4999.0,high,insufficient_funds,False
mandate_00184,payer_00184,1,2025-03-17,17,0,22,False,Bank F (Tier2),0.835,17,299.0,low,,False
mandate_00184,payer_00184,2,2025-03-22,22,5,7,False,Bank A (Tier1),0.835,17,199.0,low,technical_decline,True
mandate_00185,payer_00185,1,2026-01-13,13,1,21,False,Bank D (Tier2),0.758,19,999.0,medium,,False
mandate_00185,payer_00185,2,2026-01-15,15,3,18,False,Bank D (Tier2),0.758,19,299.0,low,bank_server_error,True
mandate_00186,payer_00186,1,2025-02-25,25,1,11,False,Bank A (Tier1),0.908,35,999.0,medium,,True
mandate_00187,payer_00187,1,2026-01-26,26,0,10,False,Bank G (Tier3),0.583,11,199.0,low,,False
mandate_00187,payer_00187,2,2026-01-31,31,5,14,True,Bank B (Tier1),0.583,11,499.0,low,technical_decline,False
mandate_00187,payer_00187,3,2026-02-03,3,1,9,True,Bank E (Tier2),0.583,11,2499.0,high,insufficient_funds,False
mandate_00187,payer_00187,4,2026-02-06,6,4,11,False,Bank E (Tier2),0.583,11,4999.0,high,bank_server_error,True
mandate_00188,payer_00188,1,2025-06-22,22,6,6,False,Bank B (Tier1),0.467,35,299.0,low,,False
mandate_00188,payer_00188,2,2025-06-23,23,0,18,False,Bank F (Tier2),0.467,35,1499.0,medium,account_frozen,False
mandate_00188,payer_00188,3,2025-06-28,28,5,6,True,Bank A (Tier1),0.467,35,999.0,medium,technical_decline,False
mandate_00188,payer_00188,4,2025-06-29,29,6,6,True,Bank H (Tier3),0.467,35,199.0,low,limit_exceeded,True
mandate_00189,payer_00189,1,2025-07-10,10,3,18,False,Bank C (Tier1),0.593,15,199.0,low,,True
mandate_00190,payer_00190,1,2026-02-15,15,6,22,False,Bank C (Tier1),0.771,34,2499.0,high,,False
mandate_00190,payer_00190,2,2026-02-18,18,2,17,False,Bank E (Tier2),0.771,34,499.0,low,technical_decline,False
mandate_00190,payer_00190,3,2026-02-21,21,5,13,False,Bank E (Tier2),0.771,34,299.0,low,bank_server_error,False
mandate_00190,payer_00190,4,2026-02-24,24,1,9,False,Bank F (Tier2),0.771,34,1499.0,medium,bank_server_error,True
mandate_00191,payer_00191,1,2026-01-05,5,0,6,False,Bank E (Tier2),0.661,2,4999.0,high,,False
mandate_00191,payer_00191,2,2026-01-08,8,3,18,False,Bank F (Tier2),0.661,2,2499.0,high,insufficient_funds,False
mandate_00191,payer_00191,3,2026-01-12,12,0,6,False,Bank E (Tier2),0.661,2,499.0,low,bank_server_error,False
mandate_00191,payer_00191,4,2026-01-16,16,4,16,False,Bank G (Tier3),0.661,2,999.0,medium,limit_exceeded,False
mandate_00192,payer_00192,1,2025-03-09,9,6,13,False,Bank H (Tier3),0.509,13,4999.0,high,,False
mandate_00192,payer_00192,2,2025-03-14,14,4,19,False,Bank E (Tier2),0.509,13,2499.0,high,insufficient_funds,False
mandate_00192,payer_00192,3,2025-03-17,17,0,22,False,Bank D (Tier2),0.509,13,499.0,low,technical_decline,True
mandate_00193,payer_00193,1,2025-08-25,25,0,6,False,Bank D (Tier2),0.569,21,999.0,medium,,True
mandate_00194,payer_00194,1,2025-12-09,9,1,16,False,Bank G (Tier3),0.906,9,1499.0,medium,,True
mandate_00195,payer_00195,1,2025-05-05,5,0,15,False,Bank H (Tier3),0.551,29,2499.0,high,,True
mandate_00196,payer_00196,1,2025-12-23,23,1,22,False,Bank D (Tier2),0.943,35,999.0,medium,,False
mandate_00196,payer_00196,2,2025-12-28,28,6,11,True,Bank E (Tier2),0.943,35,299.0,low,limit_exceeded,True
mandate_00197,payer_00197,1,2026-05-28,28,3,14,True,Bank H (Tier3),0.358,19,999.0,medium,,False
mandate_00197,payer_00197,2,2026-06-01,1,0,9,True,Bank H (Tier3),0.358,19,4999.0,high,technical_decline,False
mandate_00197,payer_00197,3,2026-06-02,2,1,9,True,Bank G (Tier3),0.358,19,999.0,medium,insufficient_funds,True
mandate_00198,payer_00198,1,2025-06-17,17,1,11,False,Bank D (Tier2),0.472,27,299.0,low,,False
mandate_00198,payer_00198,2,2025-06-21,21,5,6,False,Bank A (Tier1),0.472,27,2499.0,high,limit_exceeded,True
mandate_00199,payer_00199,1,2026-02-23,23,0,19,False,Bank H (Tier3),0.715,19,4999.0,high,,False
mandate_00199,payer_00199,2,2026-02-25,25,2,7,False,Bank G (Tier3),0.715,19,499.0,low,insufficient_funds,True
mandate_00200,payer_00200,1,2025-06-29,29,6,20,True,Bank H (Tier3),0.617,2,999.0,medium,,False
mandate_00200,payer_00200,2,2025-07-03,3,3,6,True,Bank A (Tier1),0.617,2,499.0,low,insufficient_funds,False
mandate_00200,payer_00200,3,2025-07-06,6,6,10,False,Bank A (Tier1),0.617,2,299.0,low,account_frozen,True
mandate_00201,payer_00201,1,2025-08-07,7,3,6,False,Bank E (Tier2),0.337,5,499.0,low,,False
mandate_00201,payer_00201,2,2025-08-12,12,1,11,False,Bank B (Tier1),0.337,5,2499.0,high,insufficient_funds,False
mandate_00201,payer_00201,3,2025-08-16,16,5,12,False,Bank G (Tier3),0.337,5,999.0,medium,account_frozen,False
mandate_00201,payer_00201,4,2025-08-20,20,2,9,False,Bank E (Tier2),0.337,5,299.0,low,bank_server_error,False
mandate_00202,payer_00202,1,2025-08-15,15,4,7,False,Bank E (Tier2),0.769,21,499.0,low,,True
mandate_00203,payer_00203,1,2025-10-03,3,4,18,True,Bank B (Tier1),0.617,13,999.0,medium,,True
mandate_00204,payer_00204,1,2025-01-17,17,4,11,False,Bank G (Tier3),0.65,16,299.0,low,,True
mandate_00205,payer_00205,1,2026-02-21,21,5,21,False,Bank B (Tier1),0.89,30,499.0,low,,True
mandate_00206,payer_00206,1,2025-06-18,18,2,13,False,Bank B (Tier1),0.254,25,4999.0,high,,True
mandate_00207,payer_00207,1,2026-05-15,15,4,10,False,Bank H (Tier3),0.542,5,4999.0,high,,False
mandate_00207,payer_00207,2,2026-05-19,19,1,12,False,Bank A (Tier1),0.542,5,4999.0,high,bank_server_error,False
mandate_00207,payer_00207,3,2026-05-23,23,5,21,False,Bank C (Tier1),0.542,5,499.0,low,bank_server_error,False
mandate_00207,payer_00207,4,2026-05-27,27,2,6,False,Bank B (Tier1),0.542,5,4999.0,high,insufficient_funds,True
mandate_00208,payer_00208,1,2026-02-02,2,0,18,True,Bank B (Tier1),0.597,16,999.0,medium,,False
mandate_00208,payer_00208,2,2026-02-03,3,1,6,True,Bank C (Tier1),0.597,16,1499.0,medium,bank_server_error,True
mandate_00209,payer_00209,1,2025-05-10,10,5,10,False,Bank D (Tier2),0.52,12,2499.0,high,,True
mandate_00210,payer_00210,1,2025-06-13,13,4,10,False,Bank H (Tier3),0.629,13,199.0,low,,False
mandate_00210,payer_00210,2,2025-06-14,14,5,10,False,Bank C (Tier1),0.629,13,299.0,low,technical_decline,False
mandate_00210,payer_00210,3,2025-06-18,18,2,22,False,Bank G (Tier3),0.629,13,4999.0,high,technical_decline,False
mandate_00210,payer_00210,4,2025-06-20,20,4,19,False,Bank G (Tier3),0.629,13,2499.0,high,bank_server_error,False
mandate_00211,payer_00211,1,2026-01-05,5,0,18,False,Bank D (Tier2),0.617,1,2499.0,high,,False
mandate_00211,payer_00211,2,2026-01-10,10,5,18,False,Bank F (Tier2),0.617,1,199.0,low,bank_server_error,False
mandate_00211,payer_00211,3,2026-01-14,14,2,18,False,Bank B (Tier1),0.617,1,1499.0,medium,limit_exceeded,False
mandate_00211,payer_00211,4,2026-01-19,19,0,9,False,Bank D (Tier2),0.617,1,1499.0,medium,bank_server_error,False
mandate_00212,payer_00212,1,2025-02-19,19,2,10,False,Bank F (Tier2),0.963,16,299.0,low,,True
mandate_00213,payer_00213,1,2026-04-14,14,1,18,False,Bank D (Tier2),0.461,31,199.0,low,,True
mandate_00214,payer_00214,1,2025-09-04,4,3,10,False,Bank B (Tier1),0.44,24,299.0,low,,True
mandate_00215,payer_00215,1,2025-09-18,18,3,11,False,Bank A (Tier1),0.946,6,499.0,low,,True
mandate_00216,payer_00216,1,2025-05-16,16,4,17,False,Bank C (Tier1),0.706,2,299.0,low,,False
mandate_00216,payer_00216,2,2025-05-19,19,0,13,False,Bank G (Tier3),0.706,2,1499.0,medium,insufficient_funds,True
mandate_00217,payer_00217,1,2026-03-09,9,0,22,False,Bank G (Tier3),0.706,16,199.0,low,,False
mandate_00217,payer_00217,2,2026-03-12,12,3,17,False,Bank D (Tier2),0.706,16,299.0,low,insufficient_funds,True
mandate_00218,payer_00218,1,2026-05-22,22,4,9,False,Bank F (Tier2),0.143,34,199.0,low,,True
mandate_00219,payer_00219,1,2025-02-24,24,0,15,False,Bank F (Tier2),0.746,2,999.0,medium,,True
mandate_00220,payer_00220,1,2025-12-21,21,6,9,False,Bank A (Tier1),0.471,27,299.0,low,,True
mandate_00221,payer_00221,1,2025-01-28,28,1,19,True,Bank F (Tier2),0.717,18,299.0,low,,True
mandate_00222,payer_00222,1,2025-12-10,10,2,15,False,Bank A (Tier1),0.525,21,4999.0,high,,True
mandate_00223,payer_00223,1,2026-06-26,26,4,8,False,Bank B (Tier1),0.57,24,499.0,low,,True
mandate_00224,payer_00224,1,2026-01-10,10,5,6,False,Bank E (Tier2),0.866,27,999.0,medium,,True
mandate_00225,payer_00225,1,2025-03-12,12,2,16,False,Bank H (Tier3),0.356,20,499.0,low,,False
mandate_00225,payer_00225,2,2025-03-16,16,6,10,False,Bank D (Tier2),0.356,20,299.0,low,insufficient_funds,False
mandate_00225,payer_00225,3,2025-03-20,20,3,12,False,Bank C (Tier1),0.356,20,2499.0,high,bank_server_error,False
mandate_00225,payer_00225,4,2025-03-24,24,0,14,False,Bank H (Tier3),0.356,20,4999.0,high,insufficient_funds,False
mandate_00226,payer_00226,1,2025-06-04,4,2,10,False,Bank D (Tier2),0.541,25,999.0,medium,,True
mandate_00227,payer_00227,1,2025-05-24,24,5,8,False,Bank G (Tier3),0.225,31,299.0,low,,True
mandate_00228,payer_00228,1,2025-08-27,27,2,17,False,Bank A (Tier1),0.211,14,4999.0,high,,False
mandate_00228,payer_00228,2,2025-08-29,29,4,8,True,Bank B (Tier1),0.211,14,999.0,medium,insufficient_funds,True
mandate_00229,payer_00229,1,2025-12-05,5,4,8,False,Bank A (Tier1),0.833,13,2499.0,high,,True
mandate_00230,payer_00230,1,2025-03-26,26,2,19,False,Bank A (Tier1),0.64,15,4999.0,high,,False
mandate_00230,payer_00230,2,2025-03-29,29,5,22,True,Bank D (Tier2),0.64,15,299.0,low,technical_decline,False
mandate_00230,payer_00230,3,2025-04-03,3,3,14,True,Bank B (Tier1),0.64,15,4999.0,high,bank_server_error,True
mandate_00231,payer_00231,1,2025-03-19,19,2,16,False,Bank H (Tier3),0.784,7,4999.0,high,,False
mandate_00231,payer_00231,2,2025-03-22,22,5,18,False,Bank A (Tier1),0.784,7,299.0,low,insufficient_funds,True
mandate_00232,payer_00232,1,2026-03-19,19,3,19,False,Bank F (Tier2),0.319,25,199.0,low,,False
mandate_00232,payer_00232,2,2026-03-20,20,4,19,False,Bank D (Tier2),0.319,25,999.0,medium,insufficient_funds,False
mandate_00232,payer_00232,3,2026-03-25,25,2,15,False,Bank D (Tier2),0.319,25,4999.0,high,insufficient_funds,False
mandate_00232,payer_00232,4,2026-03-30,30,0,10,True,Bank C (Tier1),0.319,25,4999.0,high,bank_server_error,False
mandate_00233,payer_00233,1,2026-02-12,12,3,7,False,Bank A (Tier1),0.543,17,2499.0,high,,False
mandate_00233,payer_00233,2,2026-02-17,17,1,14,False,Bank A (Tier1),0.543,17,1499.0,medium,bank_server_error,True
mandate_00234,payer_00234,1,2025-08-09,9,5,12,False,Bank A (Tier1),0.819,7,999.0,medium,,True
mandate_00235,payer_00235,1,2025-02-09,9,6,20,False,Bank B (Tier1),0.434,26,299.0,low,,True
mandate_00236,payer_00236,1,2026-04-13,13,0,11,False,Bank D (Tier2),0.586,36,499.0,low,,False
mandate_00236,payer_00236,2,2026-04-18,18,5,22,False,Bank E (Tier2),0.586,36,299.0,low,insufficient_funds,True
mandate_00237,payer_00237,1,2025-07-05,5,5,8,False,Bank A (Tier1),0.434,28,499.0,low,,True
mandate_00238,payer_00238,1,2026-01-15,15,3,8,False,Bank D (Tier2),0.621,17,1499.0,medium,,True
mandate_00239,payer_00239,1,2025-11-09,9,6,18,False,Bank D (Tier2),0.432,32,299.0,low,,True
mandate_00240,payer_00240,1,2025-04-18,18,4,14,False,Bank A (Tier1),0.711,35,1499.0,medium,,True
mandate_00241,payer_00241,1,2025-01-29,29,2,6,True,Bank B (Tier1),0.325,24,1499.0,medium,,True
mandate_00242,payer_00242,1,2025-07-23,23,2,22,False,Bank H (Tier3),0.508,35,999.0,medium,,False
mandate_00242,payer_00242,2,2025-07-28,28,0,10,True,Bank B (Tier1),0.508,35,499.0,low,insufficient_funds,True
mandate_00243,payer_00243,1,2025-01-08,8,2,18,False,Bank B (Tier1),0.672,27,1499.0,medium,,False
mandate_00243,payer_00243,2,2025-01-10,10,4,7,False,Bank B (Tier1),0.672,27,999.0,medium,bank_server_error,True
mandate_00244,payer_00244,1,2025-09-28,28,6,8,True,Bank B (Tier1),0.631,35,4999.0,high,,True
mandate_00245,payer_00245,1,2025-05-19,19,0,19,False,Bank B (Tier1),0.373,18,999.0,medium,,False
mandate_00245,payer_00245,2,2025-05-22,22,3,11,False,Bank B (Tier1),0.373,18,499.0,low,technical_decline,False
mandate_00245,payer_00245,3,2025-05-25,25,6,16,False,Bank F (Tier2),0.373,18,1499.0,medium,insufficient_funds,False
mandate_00245,payer_00245,4,2025-05-28,28,2,15,True,Bank E (Tier2),0.373,18,299.0,low,technical_decline,True
mandate_00246,payer_00246,1,2025-10-18,18,5,21,False,Bank G (Tier3),0.677,3,499.0,low,,True
mandate_00247,payer_00247,1,2025-08-30,30,5,10,True,Bank D (Tier2),0.486,29,999.0,medium,,True
mandate_00248,payer_00248,1,2025-02-15,15,5,9,False,Bank H (Tier3),0.345,17,2499.0,high,,False
mandate_00248,payer_00248,2,2025-02-19,19,2,10,False,Bank G (Tier3),0.345,17,299.0,low,technical_decline,False
mandate_00248,payer_00248,3,2025-02-22,22,5,18,False,Bank F (Tier2),0.345,17,4999.0,high,limit_exceeded,False
mandate_00248,payer_00248,4,2025-02-23,23,6,17,False,Bank C (Tier1),0.345,17,2499.0,high,insufficient_funds,False
mandate_00249,payer_00249,1,2025-12-20,20,5,8,False,Bank D (Tier2),0.854,30,4999.0,high,,True
mandate_00250,payer_00250,1,2025-08-26,26,1,21,False,Bank B (Tier1),0.658,34,1499.0,medium,,True
mandate_00251,payer_00251,1,2025-09-04,4,3,15,False,Bank C (Tier1),0.469,25,999.0,medium,,False
mandate_00251,payer_00251,2,2025-09-05,5,4,14,False,Bank B (Tier1),0.469,25,199.0,low,insufficient_funds,False
mandate_00251,payer_00251,3,2025-09-06,6,5,11,False,Bank B (Tier1),0.469,25,299.0,low,account_frozen,False
mandate_00251,payer_00251,4,2025-09-09,9,1,16,False,Bank C (Tier1),0.469,25,4999.0,high,technical_decline,False
mandate_00252,payer_00252,1,2026-01-04,4,6,6,False,Bank F (Tier2),0.574,15,199.0,low,,False
mandate_00252,payer_00252,2,2026-01-08,8,3,19,False,Bank G (Tier3),0.574,15,4999.0,high,insufficient_funds,False
mandate_00252,payer_00252,3,2026-01-13,13,1,22,False,Bank G (Tier3),0.574,15,1499.0,medium,limit_exceeded,False
mandate_00252,payer_00252,4,2026-01-15,15,3,12,False,Bank H (Tier3),0.574,15,499.0,low,bank_server_error,True
mandate_00253,payer_00253,1,2026-03-16,16,0,14,False,Bank G (Tier3),0.945,29,999.0,medium,,True
